,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53825,80,105621939,16,3,2541,6,231,0,158.8125,110.58283090000002,6,0,2.0,3.464101615,24.1143083,0.17988687,5867885.5,12500000.0,51300000,79,106000000,7041457.333,13500000.0,51300000,561,103000000,51300000.0,27900000.0,71000000,31600000,0,0,0,0,536,100,0.15148368,0.02840319,0,231,127.35,117.57339250000001,13823.50263,0,0,0,1,0,0,0,0,0,134.05263159999998,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4707637.0,6656905.471,9414780,494,19200000.0,18800000.0,51300000,5933378,DoS slowloris
31890,80,103671612,15,3,2541,6,231,0,169.4,105.73741059999999,6,0,2.0,3.464101615,24.56795984,0.173625158,6098330.118,12900000.0,51300000,119,104000000,7405104.857000001,13900000.0,51300000,228,103000000,51300000.0,28000000.0,71200000,31500000,0,0,0,0,496,100,0.14468763199999998,0.028937526,0,231,134.05263159999998,116.8034787,13643.052630000002,0,0,0,1,0,0,0,0,0,141.5,169.4,2.0,496,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3704508.5,5238189.759,7408468,549,19300000.0,18800000.0,51300000,5861988,DoS slowloris
55401,80,102661735,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.80963331,0.16559237,6416358.437999999,13200000.0,51300000,63,103000000,7897051.692000001,14400000.0,51300000,306,103000000,51300000.0,28200000.0,71300000,31400000,0,0,0,0,456,100,0.136370187,0.029222183,0,231,141.5,115.45472759999998,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3203514.5,4529951.607,6406674,355,19300000.0,18800000.0,51300000,5710612,DoS slowloris
29049,80,106007588,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.330021885,0.084899583,13300000.0,35100000.0,100000000,2,106000000,26500000.0,49100000.0,100000000,499,106000000,35300000.0,56100000.0,100000000,1179,0,0,0,0,168,136,0.047166435,0.037733148,0,231,24.7,72.5626932,5265.344443999999,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,658.0,828.7291476,1244,72,53000000.0,66500000.0,100000000,6006673,DoS slowloris
26771,80,526011,4,2,231,0,231,0,57.75,115.5,0,0,0.0,0.0,439.1543143,11.40660557,105202.2,234559.6444,524795,65,526011,175337.0,302695.8534,524860,391,1139,1139.0,0.0,1139,1139,0,0,0,0,136,72,7.60440371,3.802201855,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
55142,80,99999759,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.160000386,0.040000096,33300000.0,57700000.0,100000000,59,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.020000048,0.020000048,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,59.0,0.0,59,59,100000000.0,0.0,100000000,100000000,DoS slowloris
62057,80,81,1,1,8,0,8,8,8.0,0.0,0,0,0.0,0.0,98765.4321,24691.35802,81.0,0.0,81,81,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,32,32,12345.67901,12345.67901,0,8,5.333333333,4.618802154,21.33333333,0,1,0,0,1,0,0,0,1,8.0,8.0,0.0,32,0,0,0,0,0,0,1,8,1,0,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
39535,80,3002631,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999123768,1501315.5,710863.6395,2003972,998659,3002631,1501315.5,710863.6395,2003972,998659,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999123768,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
42828,80,3002693,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999103138,1501346.5,710805.6568,2003962,998731,3002693,1501346.5,710805.6568,2003962,998731,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999103138,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
42356,80,102637402,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.81551511,0.165631628,6414837.625,13200000.0,51300000,4,103000000,7895176.846,14300000.0,51300000,4,103000000,51300000.0,27900000.0,71000000,31600000,0,0,0,0,456,100,0.136402517,0.029229111000000002,0,231,141.5,115.45472759999998,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3207464.0,4535200.461,6414335,593,19200000.0,18800000.0,51300000,5966018,DoS slowloris
68459,80,103597348,15,3,2541,6,231,0,169.4,105.73741059999999,6,0,2.0,3.464101615,24.58557144,0.17374962100000002,6093961.647000001,12900000.0,51300000,40,104000000,7399807.714,13900000.0,51300000,409,103000000,51300000.0,28100000.0,71100000,31400000,0,0,0,0,496,100,0.14479135099999998,0.02895827,0,231,134.05263159999998,116.8034787,13643.052630000002,0,0,0,1,0,0,0,0,0,141.5,169.4,2.0,496,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3703447.5,5236670.893999999,7406333,562,19200000.0,18800000.0,51300000,5777592,DoS slowloris
42597,80,103594074,15,3,2541,6,231,0,169.4,105.73741059999999,6,0,2.0,3.464101615,24.58634844,0.17375511300000002,6093769.058999999,12900000.0,51300000,87,104000000,7399570.5,13900000.0,51300000,556,103000000,51300000.0,28100000.0,71200000,31400000,0,0,0,0,496,100,0.144795927,0.028959185,0,231,134.05263159999998,116.8034787,13643.052630000002,0,0,0,1,0,0,0,0,0,141.5,169.4,2.0,496,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3705543.0,5239918.635,7410725,361,19200000.0,18800000.0,51300000,5770774,DoS slowloris
50419,80,99999545,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.160000728,0.040000182,33300000.0,57700000.0,100000000,43,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.020000091,0.020000091,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,43.0,0.0,43,43,100000000.0,0.0,100000000,100000000,DoS slowloris
54870,80,102725827,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.79415425,0.165489055,6420364.187999999,13200000.0,51400000,3,103000000,7901979.231000001,14400000.0,51400000,3,103000000,51400000.0,28000000.0,71200000,31600000,0,0,0,0,456,100,0.136285104,0.029203951000000002,0,231,141.5,115.45472759999998,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3203614.5,4529880.897,6406724,505,19300000.0,18800000.0,51400000,5901309,DoS slowloris
68770,80,77152455,2,1,8,0,8,0,4.0,5.656854248999999,0,0,0.0,0.0,0.10369080300000001,0.038884051,38600000.0,54600000.0,77200000,71,77200000,77200000.0,0.0,77200000,77200000,0,0.0,0.0,0,0,1,0,0,0,64,32,0.025922701,0.01296135,0,8,4.0,4.618802154,21.33333333,0,1,0,0,1,0,0,0,0,5.333333333,4.0,0.0,64,0,0,0,0,0,0,2,8,1,0,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
41531,80,99999569,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.16000069,0.040000172,33300000.0,57700000.0,100000000,61,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.020000086,0.020000086,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,61.0,0.0,61,61,100000000.0,0.0,100000000,100000000,DoS slowloris
34452,80,102686578,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.8036311,0.165552308,6417911.125,13200000.0,51300000,120,103000000,7898958.307999999,14300000.0,51300000,717,103000000,51300000.0,28000000.0,71200000,31500000,0,0,0,0,456,100,0.136337195,0.029215112999999997,0,231,141.5,115.45472759999998,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3207966.5,4536082.223,6415461,472,19300000.0,18800000.0,51300000,5862961,DoS slowloris
28678,80,100022239,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469450819,0.08997998900000001,12500000.0,35400000.0,100000000,22,100000000,25000000.0,50000000.0,100000000,234,100000000,33300000.0,57700000.0,100000000,797,0,0,0,0,168,136,0.049988883,0.039991106,0,231,24.7,72.5626932,5265.344443999999,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,22507.0,0.0,22507,22507,100000000.0,0.0,100000000,100000000,DoS slowloris
29625,80,108031984,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.2863599359999998,0.083308662,13500000.0,37800000.0,107000000,41,108000000,27000000.0,53300000.0,107000000,197,108000000,36000000.0,61500000.0,107000000,843,0,0,0,0,168,136,0.04628259,0.037026072,0,231,24.7,72.5626932,5265.344443999999,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,1030199.0,0.0,1030199,1030199,107000000.0,0.0,107000000,107000000,DoS slowloris
50343,80,99999489,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.16000081800000002,0.040000204,33300000.0,57700000.0,100000000,30,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.020000102,0.020000102,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,30.0,0.0,30,30,100000000.0,0.0,100000000,100000000,DoS slowloris
68584,80,3002683,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999106466,1501341.5,711095.5705,2004162,998521,3002683,1501341.5,711095.5705,2004162,998521,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999106466,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
42191,80,99998895,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.16000176800000002,0.040000442000000004,33300000.0,57700000.0,100000000,50,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.020000221000000002,0.020000221000000002,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,50.0,0.0,50,50,100000000.0,0.0,100000000,100000000,DoS slowloris
68878,80,57767437,2,1,8,0,8,0,4.0,5.656854248999999,0,0,0.0,0.0,0.138486324,0.051932372000000004,28900000.0,40800000.0,57800000,30,57800000,57800000.0,0.0,57800000,57800000,0,0.0,0.0,0,0,1,0,0,0,64,32,0.034621581,0.017310791000000002,0,8,4.0,4.618802154,21.33333333,0,1,0,0,1,0,0,0,0,5.333333333,4.0,0.0,64,0,0,0,0,0,0,2,8,1,0,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
68453,80,103582377,15,3,2390,6,239,0,159.33333330000002,115.48263109999999,6,0,2.0,3.464101615,23.13134791,0.173774734,6093081.0,12900000.0,51300000,69,104000000,7398736.286,13900000.0,51300000,403,103000000,51300000.0,28100000.0,71100000,31400000,0,0,0,0,496,100,0.14481227800000002,0.028962456,0,239,126.1052632,121.42711340000001,14744.54386,0,0,0,1,0,0,0,0,0,133.11111110000002,159.33333330000002,2.0,496,0,0,0,0,0,0,15,2390,3,6,29200,0,11,32,3704036.5,5237262.035,7407340,733,19200000.0,18800000.0,51300000,5777733,DoS slowloris
69190,80,7844,1,2,0,483,0,0,0.0,0.0,483,0,241.5,341.5325753,61575.726670000004,382.4579296,3922.0,5545.131378,7843,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,32,64,127.48597649999999,254.9719531,0,483,120.75,241.5,58322.25,0,0,0,0,1,1,0,0,2,161.0,0.0,241.5,32,0,0,0,0,0,0,1,0,2,483,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
68860,80,3003603,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.998800441,1501801.5,709920.3591,2003791,999812,3003603,1501801.5,709920.3591,2003791,999812,0,0.0,0.0,0,0,0,0,0,0,120,0,0.998800441,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
69068,80,20682474,2,1,8,0,8,0,4.0,5.656854248999999,0,0,0.0,0.0,0.386800921,0.145050346,10300000.0,14600000.0,20700000,23,20700000,20700000.0,0.0,20700000,20700000,0,0.0,0.0,0,0,1,0,0,0,64,32,0.09670023,0.048350115,0,8,4.0,4.618802154,21.33333333,0,1,0,0,1,0,0,0,0,5.333333333,4.0,0.0,64,0,0,0,0,0,0,2,8,1,0,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
42426,80,102581581,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.82901877,0.165721759,6411348.812999999,13200000.0,51300000,90,103000000,7890879.846,14300000.0,51300000,309,103000000,51300000.0,28100000.0,71200000,31400000,0,0,0,0,456,100,0.13647674199999998,0.029245016000000002,0,231,141.5,115.45472759999998,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3203564.5,4529859.683,6406659,470,19200000.0,18800000.0,51300000,5770414,DoS slowloris
50420,80,99999545,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.160000728,0.040000182,33300000.0,57700000.0,100000000,40,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.020000091,0.020000091,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,40.0,0.0,40,40,100000000.0,0.0,100000000,100000000,DoS slowloris
41852,80,105576515,16,3,2541,6,231,0,158.8125,110.58283090000002,6,0,2.0,3.464101615,24.12468341,0.179964266,5865361.944,12500000.0,51300000,111,106000000,7038426.932999999,13500000.0,51300000,335,103000000,51300000.0,28100000.0,71200000,31400000,0,0,0,0,536,100,0.151548855,0.02841541,0,231,127.35,117.57339250000001,13823.50263,0,0,0,1,0,0,0,0,0,134.05263159999998,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4708940.5,6658760.212,9417395,486,19200000.0,18800000.0,51300000,5773267,DoS slowloris
37199,80,99999922,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.160000125,0.040000031,33300000.0,57700000.0,100000000,58,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.020000016000000002,0.020000016000000002,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,58.0,0.0,58,58,100000000.0,0.0,100000000,100000000,DoS slowloris
50190,80,3002236,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999255222,1501118.0,711127.3903,2003961,998275,3002236,1501118.0,711127.3903,2003961,998275,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999255222,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
64078,80,3000960,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999680102,1500480.0,711797.7276,2003797,997163,3000960,1500480.0,711797.7276,2003797,997163,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999680102,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
31847,80,3003108,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9989650720000001,1501554.0,710792.2217,2004160,998948,3003108,1501554.0,710792.2217,2004160,998948,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9989650720000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
29061,80,3001656,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999448305,1500828.0,711581.3529,2003992,997664,3001656,1500828.0,711581.3529,2003992,997664,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999448305,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
62234,80,103685622,15,3,2541,6,231,0,169.4,105.73741059999999,6,0,2.0,3.464101615,24.56464022,0.173601698,6099154.235,12900000.0,51300000,70,104000000,7406110.857000001,13900000.0,51300000,277,103000000,51300000.0,28200000.0,71300000,31400000,0,0,0,0,496,100,0.144668081,0.028933616000000002,0,231,134.05263159999998,116.8034787,13643.052630000002,0,0,0,1,0,0,0,0,0,141.5,169.4,2.0,496,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3707484.0,5242595.742,7414559,409,19300000.0,18800000.0,51300000,5744628,DoS slowloris
33847,80,100000654,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.159998954,0.039999738,33300000.0,57700000.0,100000000,69,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.019999869,0.019999869,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,89.0,0.0,89,89,100000000.0,0.0,100000000,100000000,DoS slowloris
