,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
55469,80,102654836,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.81130066,0.16560349900000002,6415927.25,13200000.0,51300000,70,103000000,7896520.462,14400000.0,51300000,323,103000000,51300000.0,28200000.0,71300000,31400000,0,0,0,0,456,100,0.13637935199999998,0.029224147000000002,0,231,141.5,115.45472759999998,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3208181.0,4536241.322,6415788,574,19200000.0,18800000.0,51300000,5710733,DoS slowloris
50315,80,3003648,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.998785477,1501824.0,710177.0388,2003995,999653,3003648,1501824.0,710177.0388,2003995,999653,0,0.0,0.0,0,0,0,0,0,0,120,0,0.998785477,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
36504,80,108002037,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.148145354,0.037036337999999995,36000000.0,62400000.0,108000000,50,108000000,108000000.0,0.0,108000000,108000000,108000000,108000000.0,0.0,108000000,108000000,1,0,0,0,64,64,0.018518168999999998,0.018518168999999998,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,50.0,0.0,50,50,108000000.0,0.0,108000000,108000000,DoS slowloris
53791,80,102678701,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.80553391,0.165565008,6417418.812999999,13200000.0,51300000,55,103000000,7898357.385,14300000.0,51300000,211,103000000,51300000.0,28000000.0,71200000,31500000,0,0,0,0,456,100,0.136347654,0.029217353999999997,0,231,141.5,115.45472759999998,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3204134.0,4530687.706,6407814,454,19300000.0,18800000.0,51300000,5869196,DoS slowloris
49833,80,103667885,15,3,2541,6,231,0,169.4,105.73741059999999,6,0,2.0,3.464101615,24.56884309,0.1736314,6098110.882,12900000.0,51300000,73,104000000,7404842.857000001,13900000.0,51300000,458,103000000,51300000.0,28000000.0,71200000,31500000,0,0,0,0,496,100,0.14469283300000002,0.028938567000000002,0,231,134.05263159999998,116.8034787,13643.052630000002,0,0,0,1,0,0,0,0,0,141.5,169.4,2.0,496,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3706772.5,5241387.296,7412993,552,19300000.0,18800000.0,51300000,5835281,DoS slowloris
64193,80,3002377,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9992082940000001,1501188.5,711071.5289,2003992,998385,3002377,1501188.5,711071.5289,2003992,998385,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9992082940000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
41453,80,3002711,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999097149,1501355.5,710877.7817,2004022,998689,3002711,1501355.5,710877.7817,2004022,998689,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999097149,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
29021,80,106014108,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.329878586,0.084894361,13300000.0,35100000.0,100000000,2,106000000,26500000.0,49100000.0,100000000,2,106000000,35300000.0,56100000.0,100000000,777,0,0,0,0,168,136,0.04716353400000001,0.037730827,0,231,24.7,72.5626932,5265.344443999999,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,439.5,501.3387079,794,85,53000000.0,66500000.0,100000000,6013676,DoS slowloris
56589,80,3003858,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.998715652,1501929.0,709990.3626,2003968,999890,3003858,1501929.0,709990.3626,2003968,999890,0,0.0,0.0,0,0,0,0,0,0,120,0,0.998715652,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
50779,80,102642725,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.81422819,0.165623039,6415170.312999999,13200000.0,51300000,64,103000000,7895583.538,14300000.0,51300000,619,103000000,51300000.0,27900000.0,71000000,31600000,0,0,0,0,456,100,0.136395444,0.029227595,0,231,141.5,115.45472759999998,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3206033.5,4533156.215,6411459,608,19200000.0,18800000.0,51300000,5964595,DoS slowloris
54876,80,102706906,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.79872191,0.165519542,6419181.625,13200000.0,51400000,80,103000000,7900525.0770000005,14400000.0,51400000,445,103000000,51400000.0,28000000.0,71200000,31600000,0,0,0,0,456,100,0.136310211,0.029209331,0,231,141.5,115.45472759999998,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3206313.5,4533352.791,6411878,749,19300000.0,18800000.0,51400000,5901381,DoS slowloris
64064,80,3002888,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9990382590000001,1501444.0,710676.2562,2003968,998920,3002888,1501444.0,710676.2562,2003968,998920,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9990382590000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
26822,80,543166,4,2,231,0,231,0,57.75,115.5,0,0,0.0,0.0,425.28435139999993,11.04634679,108633.2,242434.4519,542313,49,543166,181055.3333,312902.5243,542364,242,804,804.0,0.0,804,804,0,0,0,0,136,72,7.364231192999999,3.682115596,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
39700,80,3003737,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.998755883,1501868.5,710358.7653,2004168,999569,3003737,1501868.5,710358.7653,2004168,999569,0,0.0,0.0,0,0,0,0,0,0,120,0,0.998755883,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
41541,80,99999389,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.16000097800000002,0.040000244,33300000.0,57700000.0,100000000,53,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.020000122,0.020000122,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,53.0,0.0,53,53,100000000.0,0.0,100000000,100000000,DoS slowloris
64211,80,102627444,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.81792297,0.165647699,6414215.25,13200000.0,51300000,4,103000000,7894416.0770000005,14300000.0,51300000,4,103000000,51300000.0,27900000.0,71000000,31600000,0,0,0,0,456,100,0.136415752,0.029231947,0,231,141.5,115.45472759999998,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3206293.5,4533806.754,6412179,408,19200000.0,18800000.0,51300000,5937355,DoS slowloris
33770,80,105737865,16,3,2541,6,231,0,158.8125,110.58283090000002,6,0,2.0,3.464101615,24.08787051,0.17968965,5874325.833,12500000.0,51400000,109,106000000,7049183.732999999,13500000.0,51400000,243,103000000,51400000.0,28000000.0,71200000,31600000,0,0,0,0,536,100,0.15131760000000002,0.02837205,0,231,127.35,117.57339250000001,13823.50263,0,0,0,1,0,0,0,0,0,134.05263159999998,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4709577.5,6659566.312999999,9418602,553,19300000.0,18800000.0,51400000,5894582,DoS slowloris
61665,80,99999168,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.160001331,0.040000333,33300000.0,57700000.0,100000000,49,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.020000166,0.020000166,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,49.0,0.0,49,49,100000000.0,0.0,100000000,100000000,DoS slowloris
64083,80,102601621,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.824169199999996,0.16568939,6412601.312999999,13200000.0,51300000,60,103000000,7892427.768999999,14300000.0,51300000,439,103000000,51300000.0,28100000.0,71200000,31500000,0,0,0,0,456,100,0.136450086,0.029239304,0,231,141.5,115.45472759999998,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3205460.0,4532432.845,6410374,546,19200000.0,18800000.0,51300000,5776820,DoS slowloris
55142,80,99999759,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.160000386,0.040000096,33300000.0,57700000.0,100000000,59,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.020000048,0.020000048,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,59.0,0.0,59,59,100000000.0,0.0,100000000,100000000,DoS slowloris
55273,80,105002281,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.15237764199999998,0.038094411,35000000.0,60600000.0,105000000,46,105000000,105000000.0,0.0,105000000,105000000,105000000,105000000.0,0.0,105000000,105000000,1,0,0,0,64,64,0.019047205,0.019047205,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,46.0,0.0,46,46,105000000.0,0.0,105000000,105000000,DoS slowloris
56387,80,3000181,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.99993967,1500090.5,712914.2492,2004197,995984,3000181,1500090.5,712914.2492,2004197,995984,0,0.0,0.0,0,0,0,0,0,0,120,0,0.99993967,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
33691,80,3002525,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999159041,1501262.5,710914.5512,2003955,998570,3002525,1501262.5,710914.5512,2003955,998570,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999159041,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
55369,80,103658704,15,3,2541,6,231,0,169.4,105.73741059999999,6,0,2.0,3.464101615,24.57101914,0.173646778,6097570.824,12900000.0,51300000,78,104000000,7404187.571,13900000.0,51300000,273,103000000,51300000.0,28000000.0,71200000,31500000,0,0,0,0,496,100,0.144705649,0.02894113,0,231,134.05263159999998,116.8034787,13643.052630000002,0,0,0,1,0,0,0,0,0,141.5,169.4,2.0,496,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3706088.0,5240409.368,7411617,559,19200000.0,18800000.0,51300000,5838436,DoS slowloris
52680,80,102628933,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.8175629,0.165645296,6414308.312999999,13200000.0,51300000,14,103000000,7894526.154,14300000.0,51300000,280,103000000,51300000.0,27900000.0,71000000,31600000,0,0,0,0,456,100,0.13641377300000002,0.029231523,0,231,141.5,115.45472759999998,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3203118.0,4529113.686000001,6405685,551,19200000.0,18800000.0,51300000,5964809,DoS slowloris
41886,80,105645789,16,3,2541,6,231,0,158.8125,110.58283090000002,6,0,2.0,3.464101615,24.10886439,0.17984626,5869210.5,12500000.0,51300000,84,106000000,7043047.0,13500000.0,51300000,358,103000000,51300000.0,28100000.0,71200000,31500000,0,0,0,0,536,100,0.151449482,0.028396777999999998,0,231,127.35,117.57339250000001,13823.50263,0,0,0,1,0,0,0,0,0,134.05263159999998,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4707579.5,6656829.81,9414669,490,19200000.0,18800000.0,51300000,5833565,DoS slowloris
55734,80,3003778,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9987422509999999,1501889.0,710059.6591,2003977,999801,3003778,1501889.0,710059.6591,2003977,999801,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9987422509999999,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
60539,80,3000977,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9996744390000001,1500488.5,712060.0642,2003991,996986,3000977,1500488.5,712060.0642,2003991,996986,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9996744390000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
