,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
33377,80,3003728,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9987588759999999,1501864.0,710066.7302,2003957,999771,3003728,1501864.0,710066.7302,2003957,999771,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9987588759999999,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
68485,80,105685868,16,3,2541,6,231,0,158.8125,110.58283090000002,6,0,2.0,3.464101615,24.09972164,0.179778057,5871437.1110000005,12500000.0,51300000,66,106000000,7045720.132999999,13500000.0,51300000,359,103000000,51300000.0,28200000.0,71300000,31400000,0,0,0,0,536,100,0.151392048,0.028386009,0,231,127.35,117.57339250000001,13823.50263,0,0,0,1,0,0,0,0,0,134.05263159999998,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4707596.5,6657006.587,9414811,382,19300000.0,18800000.0,51300000,5745741,DoS slowloris
31836,80,3003385,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.998872938,1501692.5,710090.0647,2003802,999583,3003385,1501692.5,710090.0647,2003802,999583,0,0.0,0.0,0,0,0,0,0,0,120,0,0.998872938,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
68810,80,3003468,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.998845335,1501734.0,709906.9240000001,2003714,999754,3003468,1501734.0,709906.9240000001,2003714,999754,0,0.0,0.0,0,0,0,0,0,0,120,0,0.998845335,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
42223,80,100000804,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.15999871400000001,0.039999678,33300000.0,57700000.0,100000000,10,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.019999839,0.019999839,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,10.0,0.0,10,10,100000000.0,0.0,100000000,100000000,DoS slowloris
57722,80,105733321,16,3,2541,6,231,0,158.8125,110.58283090000002,6,0,2.0,3.464101615,24.08890571,0.179697373,5874073.3889999995,12500000.0,51400000,74,106000000,7048880.732999999,13500000.0,51400000,227,103000000,51400000.0,28000000.0,71200000,31600000,0,0,0,0,536,100,0.15132410300000002,0.028373269,0,231,127.35,117.57339250000001,13823.50263,0,0,0,1,0,0,0,0,0,134.05263159999998,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4707282.0,6656394.94,9414064,500,19300000.0,18800000.0,51400000,5903380,DoS slowloris
36370,80,3000102,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999966001,1500051.0,712650.4984,2003971,996131,3000102,1500051.0,712650.4984,2003971,996131,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999966001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
42712,80,3001543,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9994859309999999,1500771.5,711379.8275,2003793,997750,3001543,1500771.5,711379.8275,2003793,997750,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9994859309999999,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
55229,80,102709997,14,3,2390,6,239,0,170.71428569999998,110.76894080000001,6,0,2.0,3.464101615,23.32781686,0.16551456,6419374.812999999,13200000.0,51400000,80,103000000,7900761.154,14400000.0,51400000,397,103000000,51400000.0,28000000.0,71200000,31600000,0,0,0,0,456,100,0.136306109,0.029208452000000003,0,239,133.11111110000002,120.9316233,14624.457519999998,0,0,0,1,0,0,0,0,0,140.94117649999998,170.71428569999998,2.0,456,0,0,0,0,0,0,14,2390,3,6,29200,0,11,32,3203648.5,4529834.228,6406725,572,19300000.0,18800000.0,51400000,5902133,DoS slowloris
36866,80,102681841,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.80477536,0.16555994599999999,6417615.062999999,13200000.0,51300000,82,103000000,7898596.846,14300000.0,51300000,273,103000000,51300000.0,28000000.0,71200000,31500000,0,0,0,0,456,100,0.136343485,0.029216461000000003,0,231,141.5,115.45472759999998,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3205615.5,4532914.385,6410870,361,19300000.0,18800000.0,51300000,5863359,DoS slowloris
68773,80,77152754,2,1,8,0,8,0,4.0,5.656854248999999,0,0,0.0,0.0,0.103690401,0.0388839,38600000.0,54600000.0,77200000,74,77200000,77200000.0,0.0,77200000,77200000,0,0.0,0.0,0,0,1,0,0,0,64,32,0.0259226,0.0129613,0,8,4.0,4.618802154,21.33333333,0,1,0,0,1,0,0,0,0,5.333333333,4.0,0.0,64,0,0,0,0,0,0,2,8,1,0,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
69202,80,128,1,2,231,483,231,231,231.0,0.0,483,0,241.5,341.5325753,5578125.0,23437.5,64.0,87.68124087,126,2,0,0.0,0.0,0,0,2,2.0,0.0,2,2,1,0,0,0,32,64,7812.5,15625.0,0,483,236.25,197.27708940000002,38918.25,0,1,0,0,1,1,0,0,2,315.0,231.0,241.5,32,0,0,0,0,0,0,1,231,2,483,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
55219,80,50,1,1,8,0,8,8,8.0,0.0,0,0,0.0,0.0,160000.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,32,32,20000.0,20000.0,0,8,5.333333333,4.618802154,21.33333333,0,1,0,0,1,0,0,0,1,8.0,8.0,0.0,32,0,0,0,0,0,0,1,8,1,0,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
29623,80,108033625,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.286325207,0.08330739599999999,13500000.0,37800000.0,107000000,42,108000000,27000000.0,53300000.0,107000000,174,108000000,36000000.0,61500000.0,107000000,705,0,0,0,0,168,136,0.046281887,0.037025509,0,231,24.7,72.5626932,5265.344443999999,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,1031845.0,0.0,1031845,1031845,107000000.0,0.0,107000000,107000000,DoS slowloris
38170,80,99999806,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.16000031,0.040000078,33300000.0,57700000.0,100000000,70,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.020000039,0.020000039,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,70.0,0.0,70,70,100000000.0,0.0,100000000,100000000,DoS slowloris
41841,80,3001959,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9993474259999999,1500979.5,711651.3565,2004193,997766,3001959,1500979.5,711651.3565,2004193,997766,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9993474259999999,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
62077,80,59,1,1,8,0,8,8,8.0,0.0,0,0,0.0,0.0,135593.2203,33898.30508,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,32,32,16949.15254,16949.15254,0,8,5.333333333,4.618802154,21.33333333,0,1,0,0,1,0,0,0,1,8.0,8.0,0.0,32,0,0,0,0,0,0,1,8,1,0,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
33830,80,102702906,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.79968775,0.165525988,6418931.625,13200000.0,51400000,54,103000000,7900217.0770000005,14400000.0,51400000,54,103000000,51400000.0,28000000.0,71200000,31500000,0,0,0,0,456,100,0.13631552,0.029210468,0,231,141.5,115.45472759999998,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3208179.0,4536254.05,6415795,563,19300000.0,18800000.0,51400000,5894860,DoS slowloris
31570,80,3003320,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9988945570000001,1501660.0,710394.8277,2003985,999335,3003320,1501660.0,710394.8277,2003985,999335,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9988945570000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
55314,80,3002638,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9991214390000001,1501319.0,710817.6776,2003943,998695,3002638,1501319.0,710817.6776,2003943,998695,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9991214390000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
31964,80,105581711,16,3,2541,6,231,0,158.8125,110.58283090000002,6,0,2.0,3.464101615,24.12349616,0.17995540899999998,5865650.6110000005,12500000.0,51300000,114,106000000,7038773.132999999,13500000.0,51300000,454,103000000,51300000.0,28100000.0,71200000,31400000,0,0,0,0,536,100,0.151541397,0.028414012000000002,0,231,127.35,117.57339250000001,13823.50263,0,0,0,1,0,0,0,0,0,134.05263159999998,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4707567.0,6656754.15,9414603,531,19200000.0,18800000.0,51300000,5766013,DoS slowloris
34028,80,105693791,16,3,2541,6,231,0,158.8125,110.58283090000002,6,0,2.0,3.464101615,24.09791508,0.17976458,5871877.278,12500000.0,51300000,121,106000000,7046243.6,13500000.0,51300000,332,103000000,51300000.0,28000000.0,71200000,31500000,0,0,0,0,536,100,0.151380699,0.028383881,0,231,127.35,117.57339250000001,13823.50263,0,0,0,1,0,0,0,0,0,134.05263159999998,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4707692.5,6656655.862000001,9414659,726,19300000.0,18800000.0,51300000,5862999,DoS slowloris
42110,80,3002888,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9990382590000001,1501444.0,710990.2116,2004190,998698,3002888,1501444.0,710990.2116,2004190,998698,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9990382590000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
50684,80,105609675,16,3,2541,6,231,0,158.8125,110.58283090000002,6,0,2.0,3.464101615,24.11710859,0.17990775899999997,5867204.167,12500000.0,51300000,34,106000000,7040642.732999999,13500000.0,51300000,261,103000000,51300000.0,28100000.0,71200000,31500000,0,0,0,0,536,100,0.151501271,0.028406487999999997,0,231,127.35,117.57339250000001,13823.50263,0,0,0,1,0,0,0,0,0,134.05263159999998,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4709594.5,6659612.982000001,9418652,537,19200000.0,18800000.0,51300000,5776136,DoS slowloris
56450,80,102630653,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.81714698,0.16564252,6414415.812999999,13200000.0,51300000,81,103000000,7894659.385,14300000.0,51300000,273,103000000,51300000.0,28100000.0,71200000,31500000,0,0,0,0,456,100,0.136411487,0.029231032999999997,0,231,141.5,115.45472759999998,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3204069.5,4530470.624,6407596,543,19200000.0,18800000.0,51300000,5839202,DoS slowloris
56346,80,105637351,16,3,2541,6,231,0,158.8125,110.58283090000002,6,0,2.0,3.464101615,24.11079013,0.179860625,5868741.722,12500000.0,51300000,59,106000000,7042484.867000001,13500000.0,51300000,476,103000000,51300000.0,27900000.0,71000000,31600000,0,0,0,0,536,100,0.151461579,0.028399046,0,231,127.35,117.57339250000001,13823.50263,0,0,0,1,0,0,0,0,0,134.05263159999998,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4707441.5,6656600.708,9414369,514,19200000.0,18800000.0,51300000,5967163,DoS slowloris
28682,80,100019000,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.4695307890000002,0.089982903,12500000.0,35400000.0,100000000,65,100000000,25000000.0,50000000.0,100000000,265,100000000,33300000.0,57700000.0,100000000,703,0,0,0,0,168,136,0.049990502,0.039992401000000004,0,231,24.7,72.5626932,5265.344443999999,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,19299.0,0.0,19299,19299,100000000.0,0.0,100000000,100000000,DoS slowloris
55129,80,3003739,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.998755218,1501869.5,710078.7509999999,2003971,999768,3003739,1501869.5,710078.7509999999,2003971,999768,0,0.0,0.0,0,0,0,0,0,0,120,0,0.998755218,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
54952,80,105636708,16,3,2541,6,231,0,158.8125,110.58283090000002,6,0,2.0,3.464101615,24.11093689,0.17986172,5868706.0,12500000.0,51300000,71,106000000,7042442.467,13500000.0,51300000,596,103000000,51300000.0,28000000.0,71100000,31500000,0,0,0,0,536,100,0.151462501,0.028399219,0,231,127.35,117.57339250000001,13823.50263,0,0,0,1,0,0,0,0,0,134.05263159999998,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4707045.5,6656111.39,9413627,464,19200000.0,18800000.0,51300000,5841409,DoS slowloris
51291,80,105680698,16,3,2541,6,231,0,158.8125,110.58283090000002,6,0,2.0,3.464101615,24.10090062,0.179786852,5871149.8889999995,12500000.0,51300000,97,106000000,7045373.4,13500000.0,51300000,437,103000000,51300000.0,28200000.0,71300000,31400000,0,0,0,0,536,100,0.15139945400000002,0.028387397999999998,0,231,127.35,117.57339250000001,13823.50263,0,0,0,1,0,0,0,0,0,134.05263159999998,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4705104.5,6653227.807999999,9409647,562,19300000.0,18800000.0,51300000,5741054,DoS slowloris
50753,80,3002751,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.99908384,1501375.5,711105.47,2004203,998548,3002751,1501375.5,711105.47,2004203,998548,0,0.0,0.0,0,0,0,0,0,0,120,0,0.99908384,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
54948,80,3001655,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999448638,1500827.5,711657.0133,2004045,997610,3001655,1500827.5,711657.0133,2004045,997610,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999448638,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
60319,80,3001211,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9995964959999999,1500605.5,711765.9078,2003900,997311,3001211,1500605.5,711765.9078,2003900,997311,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9995964959999999,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
29125,80,57079778,7,3,701,0,231,0,100.1428571,122.4383227,0,0,0.0,0.0,12.28105687,0.175193393,6342197.556,18500000.0,55700000,3,57100000,9513295.832999999,22600000.0,55700000,259,56100000,28000000.0,39100000.0,55700000,399987,0,0,0,0,240,104,0.122635375,0.052558018,0,231,63.72727273,107.4589139,11547.41818,0,0,0,1,0,0,0,0,0,70.1,100.1428571,0.0,240,0,0,0,0,0,0,7,701,3,0,29200,235,4,32,1399170.0,0.0,1399170,1399170,55700000.0,0.0,55700000,55700000,DoS slowloris
28926,80,106028873,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.329554139,0.084882539,13300000.0,35100000.0,100000000,8,106000000,26500000.0,49100000.0,100000000,216,106000000,35300000.0,56100000.0,100000000,813,0,0,0,0,168,136,0.047156965999999995,0.037725573,0,231,24.7,72.5626932,5265.344443999999,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,436.0,544.4722214999999,821,51,53000000.0,66400000.0,100000000,6028449,DoS slowloris
53765,80,88,1,1,8,0,8,8,8.0,0.0,0,0,0.0,0.0,90909.09091,22727.27273,88.0,0.0,88,88,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,32,32,11363.636359999999,11363.636359999999,0,8,5.333333333,4.618802154,21.33333333,0,1,0,0,1,0,0,0,1,8.0,8.0,0.0,32,0,0,0,0,0,0,1,8,1,0,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
55126,80,103658123,15,3,2541,6,231,0,169.4,105.73741059999999,6,0,2.0,3.464101615,24.57115686,0.173647752,6097536.647000001,12900000.0,51300000,39,104000000,7404146.286,13900000.0,51300000,247,103000000,51300000.0,28000000.0,71200000,31500000,0,0,0,0,496,100,0.14470646,0.028941292,0,231,134.05263159999998,116.8034787,13643.052630000002,0,0,0,1,0,0,0,0,0,141.5,169.4,2.0,496,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3705784.5,5240001.367,7411025,544,19200000.0,18800000.0,51300000,5837985,DoS slowloris
