,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
28668,80,100034068,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469158807,0.089969349,12500000.0,35400000.0,100000000,18,100000000,25000000.0,50000000.0,100000000,242,100000000,33300000.0,57700000.0,100000000,859,0,0,0,0,168,136,0.049982972,0.039986377000000004,0,231,24.7,72.5626932,5265.344443999999,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,34326.0,0.0,34326,34326,100000000.0,0.0,100000000,100000000,DoS slowloris
42338,80,100998466,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.158418248,0.039604562,33700000.0,58300000.0,101000000,75,101000000,101000000.0,0.0,101000000,101000000,101000000,101000000.0,0.0,101000000,101000000,1,0,0,0,64,64,0.019802281,0.019802281,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,75.0,0.0,75,75,101000000.0,0.0,101000000,101000000,DoS slowloris
60309,80,103710828,15,3,2541,6,231,0,169.4,105.73741059999999,6,0,2.0,3.464101615,24.558670000000003,0.173559505,6100636.941000001,12900000.0,51400000,62,104000000,7407911.857000001,13900000.0,51400000,329,103000000,51400000.0,28000000.0,71200000,31600000,0,0,0,0,496,100,0.144632921,0.028926583999999998,0,231,134.05263159999998,116.8034787,13643.052630000002,0,0,0,1,0,0,0,0,0,141.5,169.4,2.0,496,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3704221.5,5237645.287,7407796,647,19300000.0,18800000.0,51400000,5903570,DoS slowloris
42262,80,100000746,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.159998806,0.039999702000000005,33300000.0,57700000.0,100000000,42,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.019999851000000003,0.019999851000000003,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,75.0,0.0,75,75,100000000.0,0.0,100000000,100000000,DoS slowloris
69262,80,468,1,2,239,483,239,239,239.0,0.0,483,0,241.5,341.5325753,1542735.043,6410.25641,234.0,322.4406922,462,6,0,0.0,0.0,0,0,6,6.0,0.0,6,6,1,0,0,0,32,64,2136.752137,4273.504274,0,483,240.25,197.18920690000002,38883.58333,0,1,0,0,1,1,0,0,2,320.3333333,239.0,241.5,32,0,0,0,0,0,0,1,239,2,483,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
50749,80,103642091,15,3,2541,6,231,0,169.4,105.73741059999999,6,0,2.0,3.464101615,24.57495768,0.173674613,6096593.5879999995,12900000.0,51300000,98,104000000,7402999.5,13900000.0,51300000,711,103000000,51300000.0,27900000.0,71000000,31600000,0,0,0,0,496,100,0.144728844,0.028945769,0,231,134.05263159999998,116.8034787,13643.052630000002,0,0,0,1,0,0,0,0,0,141.5,169.4,2.0,496,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3705572.5,5239792.063,7410665,480,19200000.0,18800000.0,51300000,5964317,DoS slowloris
55316,80,3000317,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9998943440000001,1500158.5,712178.8581,2003745,996572,3000317,1500158.5,712178.8581,2003745,996572,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9998943440000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
68552,80,3000909,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999697092,1500454.5,711993.5962,2003910,996999,3000909,1500454.5,711993.5962,2003910,996999,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999697092,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
37128,80,40,1,1,8,0,8,8,8.0,0.0,0,0,0.0,0.0,200000.0,50000.0,40.0,0.0,40,40,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,32,32,25000.0,25000.0,0,8,5.333333333,4.618802154,21.33333333,0,1,0,0,1,0,0,0,1,8.0,8.0,0.0,32,0,0,0,0,0,0,1,8,1,0,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
41998,80,105644960,16,3,2541,6,231,0,158.8125,110.58283090000002,6,0,2.0,3.464101615,24.10905357,0.17984767100000001,5869164.444,12500000.0,51300000,52,106000000,7042993.867000001,13500000.0,51300000,566,103000000,51300000.0,28100000.0,71200000,31500000,0,0,0,0,536,100,0.15145067,0.028397001,0,231,127.35,117.57339250000001,13823.50263,0,0,0,1,0,0,0,0,0,134.05263159999998,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4707252.5,6656009.566000001,9413762,743,19200000.0,18800000.0,51300000,5833550,DoS slowloris
33760,80,103583045,15,3,2541,6,231,0,169.4,105.73741059999999,6,0,2.0,3.464101615,24.58896627,0.17377361300000002,6093120.294,12900000.0,51300000,118,104000000,7398778.357000001,13900000.0,51300000,236,103000000,51300000.0,28100000.0,71200000,31400000,0,0,0,0,496,100,0.144811344,0.028962269,0,231,134.05263159999998,116.8034787,13643.052630000002,0,0,0,1,0,0,0,0,0,141.5,169.4,2.0,496,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3704146.5,5237694.785,7407756,537,19200000.0,18800000.0,51300000,5766517,DoS slowloris
49499,80,3003766,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.998746241,1501883.0,709897.0245,2003856,999910,3003766,1501883.0,709897.0245,2003856,999910,0,0.0,0.0,0,0,0,0,0,0,120,0,0.998746241,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
60415,80,105628274,16,3,2541,6,231,0,158.8125,110.58283090000002,6,0,2.0,3.464101615,24.11286205,0.17987608100000002,5868237.444,12500000.0,51300000,33,106000000,7041882.732999999,13500000.0,51300000,260,103000000,51300000.0,28100000.0,71200000,31500000,0,0,0,0,536,100,0.151474595,0.028401487000000003,0,231,127.35,117.57339250000001,13823.50263,0,0,0,1,0,0,0,0,0,134.05263159999998,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4706868.0,6655778.342,9413214,522,19200000.0,18800000.0,51300000,5807767,DoS slowloris
64287,80,3003846,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.998719641,1501923.0,710011.5758,2003977,999869,3003846,1501923.0,710011.5758,2003977,999869,0,0.0,0.0,0,0,0,0,0,0,120,0,0.998719641,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
42857,80,3003935,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.998690052,1501967.5,710167.8464,2004132,999803,3003935,1501967.5,710167.8464,2004132,999803,0,0.0,0.0,0,0,0,0,0,0,120,0,0.998690052,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
48484,80,102642754,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.81422118,0.165622992,6415172.125,13200000.0,51300000,89,103000000,7895588.692000001,14300000.0,51300000,858,103000000,51300000.0,28100000.0,71200000,31500000,0,0,0,0,456,100,0.136395405,0.029227587000000003,0,231,141.5,115.45472759999998,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3206080.0,4533158.337,6411507,653,19200000.0,18800000.0,51300000,5835284,DoS slowloris
48852,80,3002469,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999177677,1501234.5,710710.9045,2003783,998686,3002469,1501234.5,710710.9045,2003783,998686,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999177677,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
68584,80,3002683,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999106466,1501341.5,711095.5705,2004162,998521,3002683,1501341.5,711095.5705,2004162,998521,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999106466,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
61939,80,102635156,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.81605815,0.165635253,6414697.25,13200000.0,51300000,4,103000000,7895008.692000001,14300000.0,51300000,4,103000000,51300000.0,27900000.0,71000000,31600000,0,0,0,0,456,100,0.13640550199999998,0.02922975,0,231,141.5,115.45472759999998,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3206367.5,4533659.675,6412149,586,19200000.0,18800000.0,51300000,5968413,DoS slowloris
57678,80,102654419,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.81140145,0.165604171,6415901.187999999,13200000.0,51300000,13,103000000,7896492.768999999,14300000.0,51300000,251,103000000,51300000.0,28000000.0,71200000,31500000,0,0,0,0,456,100,0.136379906,0.029224266000000002,0,231,141.5,115.45472759999998,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3208044.0,4536091.416,6415545,543,19200000.0,18800000.0,51300000,5839277,DoS slowloris
33270,80,105684337,16,3,2541,6,231,0,158.8125,110.58283090000002,6,0,2.0,3.464101615,24.10007076,0.179780661,5871352.056,12500000.0,51300000,15,106000000,7045615.6,13500000.0,51300000,15,103000000,51300000.0,28000000.0,71200000,31500000,0,0,0,0,536,100,0.15139424099999998,0.02838642,0,231,127.35,117.57339250000001,13823.50263,0,0,0,1,0,0,0,0,0,134.05263159999998,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4706773.0,6655721.774,9413079,467,19300000.0,18800000.0,51300000,5862183,DoS slowloris
55143,80,99999750,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.1600004,0.0400001,33300000.0,57700000.0,100000000,69,100000000,100000000.0,0.0,100000000,100000000,100000000,100000000.0,0.0,100000000,100000000,1,0,0,0,64,64,0.02000005,0.02000005,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,69.0,0.0,69,69,100000000.0,0.0,100000000,100000000,DoS slowloris
26738,80,515314,4,2,231,0,231,0,57.75,115.5,0,0,0.0,0.0,448.270375,11.64338636,103062.8,229359.1115,513352,54,515314,171771.3333,295864.3768,513406,741,1905,1905.0,0.0,1905,1905,0,0,0,0,136,72,7.762257575,3.8811287869999997,0,231,33.0,87.30979327,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,136,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
29084,80,3003558,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.998815405,1501779.0,710271.7911,2004017,999541,3003558,1501779.0,710271.7911,2004017,999541,0,0.0,0.0,0,0,0,0,0,0,120,0,0.998815405,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
39357,80,103613939,15,3,2541,6,231,0,169.4,105.73741059999999,6,0,2.0,3.464101615,24.58163472,0.17372179999999998,6094937.5879999995,12900000.0,51300000,121,104000000,7400985.286,13900000.0,51300000,362,103000000,51300000.0,27900000.0,71000000,31600000,0,0,0,0,496,100,0.144768167,0.028953633,0,231,134.05263159999998,116.8034787,13643.052630000002,0,0,0,1,0,0,0,0,0,141.5,169.4,2.0,496,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3703723.5,5237062.631,7406886,561,19200000.0,18800000.0,51300000,5928453,DoS slowloris
36358,80,3003626,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.998792792,1501813.0,710164.3109,2003975,999651,3003626,1501813.0,710164.3109,2003975,999651,0,0.0,0.0,0,0,0,0,0,0,120,0,0.998792792,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
50839,80,3002335,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999222272,1501167.5,710965.4629,2003896,998439,3002335,1501167.5,710965.4629,2003896,998439,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999222272,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
50732,80,3003220,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.998927817,1501610.0,710421.6978,2003954,999266,3003220,1501610.0,710421.6978,2003954,999266,0,0.0,0.0,0,0,0,0,0,0,120,0,0.998927817,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
68465,80,103612001,15,3,2541,6,231,0,169.4,105.73741059999999,6,0,2.0,3.464101615,24.5820945,0.173725049,6094823.5879999995,12900000.0,51300000,110,104000000,7400849.357000001,13900000.0,51300000,356,103000000,51300000.0,28100000.0,71100000,31500000,0,0,0,0,496,100,0.144770875,0.028954175,0,231,134.05263159999998,116.8034787,13643.052630000002,0,0,0,1,0,0,0,0,0,141.5,169.4,2.0,496,0,0,0,0,0,0,15,2541,3,6,29200,0,11,32,3702740.0,5235712.7639999995,7404948,532,19200000.0,18800000.0,51300000,5809771,DoS slowloris
42033,80,103677723,15,3,2390,6,239,0,159.33333330000002,115.48263109999999,6,0,2.0,3.464101615,23.11007544,0.17361492399999998,6098689.5879999995,12900000.0,51300000,77,104000000,7405546.142999999,13900000.0,51300000,376,103000000,51300000.0,28200000.0,71300000,31400000,0,0,0,0,496,100,0.144679103,0.028935821,0,239,126.1052632,121.42711340000001,14744.54386,0,0,0,1,0,0,0,0,0,133.11111110000002,159.33333330000002,2.0,496,0,0,0,0,0,0,15,2390,3,6,29200,0,11,32,3703500.0,5236786.152,7406467,533,19300000.0,18800000.0,51300000,5737626,DoS slowloris
61849,80,3002774,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999076188,1501387.0,710748.3811,2003962,998812,3002774,1501387.0,710748.3811,2003962,998812,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999076188,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
55075,80,3001551,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999483267,1500775.5,711662.6702,2003997,997554,3001551,1500775.5,711662.6702,2003997,997554,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999483267,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
39526,80,3002343,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9992196090000001,1501171.5,711327.5016,2004156,998187,3002343,1501171.5,711327.5016,2004156,998187,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9992196090000001,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
30985,80,97094693,4,3,239,0,231,0,59.75,114.2289368,0,0,0.0,0.0,2.461514555,0.072094569,16200000.0,39600000.0,97100000,9,97100000,32400000.0,56100000.0,97100000,351,97100000,48500000.0,68700000.0,97100000,937,0,0,0,0,136,104,0.041196896000000004,0.030897672,0,231,29.875,81.31497402,6612.125,0,0,0,1,0,0,0,0,0,34.14285714,59.75,0.0,136,0,0,0,0,0,0,4,239,3,0,29200,235,2,32,985.0,0.0,985,985,97100000.0,0.0,97100000,97100000,DoS slowloris
39717,80,105657654,16,3,2541,6,231,0,158.8125,110.58283090000002,6,0,2.0,3.464101615,24.10615704,0.17982606399999998,5869869.667,12500000.0,51300000,93,106000000,7043833.4,13500000.0,51300000,231,103000000,51300000.0,28000000.0,71200000,31500000,0,0,0,0,536,100,0.151432475,0.028393589,0,231,127.35,117.57339250000001,13823.50263,0,0,0,1,0,0,0,0,0,134.05263159999998,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4709596.0,6659599.547,9418644,548,19200000.0,18800000.0,51300000,5832839,DoS slowloris
61955,80,101000203,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.158415523,0.039603881,33700000.0,58300000.0,101000000,97,101000000,101000000.0,0.0,101000000,101000000,101000000,101000000.0,0.0,101000000,101000000,1,0,0,0,64,64,0.01980194,0.01980194,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,97.0,0.0,97,97,101000000.0,0.0,101000000,101000000,DoS slowloris
47293,80,101000345,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.15841529999999998,0.039603825,33700000.0,58300000.0,101000000,71,101000000,101000000.0,0.0,101000000,101000000,101000000,101000000.0,0.0,101000000,101000000,1,0,0,0,64,64,0.019801913,0.019801913,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,64,0,0,0,0,0,0,2,16,2,0,229,235,1,32,91.0,0.0,91,91,101000000.0,0.0,101000000,101000000,DoS slowloris
